price,bedrooms,bathrooms,waterfront,grade,zipcode,lat,log_sqft_living,log_sqft_living15
1680000.0,3,2.5,1.0,9,98125,47.7265,8.157657015196472,8.003028666384733
1680000.0,5,4.25,0.0,10,98040,47.5774,8.482601746646619,7.687080155783135
1680000.0,6,4.75,0.0,12,98006,47.5512,8.660427359502146,8.405143687607614
1680000.0,4,4.25,0.0,11,98014,47.6113,8.627660644442209,8.523175263093785
1680000.0,4,3.75,0.0,12,98005,47.6406,8.4096079807363,8.405143687607614
1680000.0,5,3.5,1.0,11,98155,47.7561,8.550627967502475,8.013012110368916
1680000.0,5,3.25,0.0,11,98040,47.5767,8.48879371689454,8.303999970955196
1680000.0,4,4.75,0.0,12,98074,47.603,8.474285690404962,8.250620082174692
1680000.0,3,2.5,0.0,11,98177,47.7258,8.316300249036848,8.226840890408578
1670000.0,4,3.75,0.0,10,98122,47.6134,8.146129510025405,8.064636475774222
1670000.0,5,3.5,0.0,11,98004,47.644,8.371010681238156,8.371010681238156
1660000.0,4,2.75,1.0,9,98136,47.525,8.166216268592143,7.803843303538772
1660000.0,4,3.25,0.0,10,98033,47.6526,8.352318548226004,8.128585200374497
1660000.0,4,3.5,0.0,10,98199,47.6417,8.03268487596762,7.975908360165538
1660000.0,4,2.25,0.0,8,98105,47.6618,8.169053149927343,7.951559331155252
1650000.0,3,2.25,1.0,7,98074,47.6163,7.919356190660617,7.851661177889265
1650000.0,5,4.0,0.0,10,98033,47.6914,8.104703468371108,8.140315540159985
1650000.0,4,3.25,0.0,10,98033,47.6527,8.271292652979412,7.8632667240095735
1650000.0,6,3.5,0.0,8,98004,47.6322,8.296546520300614,8.177515823846075
1650000.0,4,2.5,0.0,8,98004,47.6209,7.930206206684683,8.185907481482324
1650000.0,4,3.5,0.0,11,98033,47.6508,8.435983135990694,7.757906208351747
1650000.0,3,2.75,1.0,10,98006,47.5487,7.897296472595885,7.986164860332727
1650000.0,4,2.25,0.0,11,98004,47.6237,7.979338895262328,8.03268487596762
1650000.0,4,2.75,0.0,9,98004,47.6178,8.06777619577889,7.8632667240095735
1650000.0,4,3.5,0.0,10,98199,47.6434,8.36287583103188,7.992944547318106
1650000.0,4,3.0,0.0,10,98006,47.5605,8.268731832117737,8.134467570277563
1650000.0,4,3.25,0.0,11,98024,47.5385,8.273846932784508,7.996317231796746
1650000.0,8,2.75,0.0,9,98004,47.63399999999999,8.303999970955196,8.207946941048617
1650000.0,4,4.5,0.0,9,98040,47.5455,8.62155320674048,8.151909872940905
1650000.0,4,3.25,0.0,9,98039,47.6293,8.199738960630786,7.9229859587111955
1650000.0,4,3.25,0.0,10,98024,47.5607,8.34283980427146,7.7706452341291765
1640000.0,3,3.5,1.0,12,98166,47.4418,8.446770727119691,8.0519780789023
1640000.0,5,3.5,0.0,10,98004,47.6003,8.347590407030058,8.146129510025405
1640000.0,3,2.5,0.0,9,98115,47.6886,8.04237800517328,7.874739125171811
1640000.0,5,4.0,0.0,11,98077,47.7243,8.472195825485501,8.303999970955196
1640000.0,3,3.25,0.0,10,98109,47.6406,8.0519780789023,7.989560449333865
1630000.0,5,2.5,0.0,9,98004,47.6458,8.035926369891792,8.226840890408578
1630000.0,4,3.25,0.0,9,98112,47.6352,7.9996785794994505,7.9996785794994505
1630000.0,4,3.75,0.0,11,98116,47.5888,8.391629968440892,7.926602599181384
1620000.0,4,3.25,0.0,12,98006,47.5507,8.354674261918463,8.505120610181969
1620000.0,4,2.25,0.0,9,98039,47.6232,7.762170607138205,8.11969625295725
1620000.0,3,2.5,0.0,9,98105,47.6605,8.157657015196472,8.199738960630786
1620000.0,4,3.0,0.0,10,98006,47.5605,8.268731832117737,8.134467570277563
1620000.0,4,3.25,0.0,10,98004,47.5837,8.24800570160062,7.799753318287247
1620000.0,3,3.5,0.0,9,98112,47.6385,8.157657015196472,7.539027055823995
1610000.0,5,4.5,0.0,11,98014,47.6085,8.713582005421628,8.482601746646619
1610000.0,4,2.75,1.0,11,98118,47.5316,8.607033895416027,8.194229304819817
1610000.0,5,3.75,0.0,10,98040,47.5761,8.169053149927343,8.113726085970747
1610000.0,4,3.5,0.0,11,98040,47.5862,8.387084506069217,8.083328608786376
1610000.0,4,3.5,0.0,10,98040,47.576,8.273846932784508,8.242756345714477
1610000.0,4,2.75,0.0,11,98004,47.5951,8.35936910622267,8.258422462458876
1600000.0,4,3.5,0.0,11,98004,47.5979,8.361708288575842,7.7664168980196555
1600000.0,3,4.25,0.0,10,98112,47.6298,7.944492163932159,8.101677747454572
1600000.0,4,4.5,0.0,11,98116,47.5922,8.237479288613633,7.886081401775745
1600000.0,5,3.75,0.0,10,98040,47.5639,8.180320874773685,7.473069088032197
1600000.0,4,2.75,0.0,9,98105,47.6599,8.210668031162976,8.070906088787819
1600000.0,5,3.5,0.0,10,98040,47.5348,8.306472160100585,8.263590432617319
1600000.0,4,5.5,0.0,11,98014,47.663999999999994,8.784162222270476,7.154615356913663
1600000.0,5,3.0,0.0,10,98008,47.5842,8.199738960630786,8.110727582974489
1600000.0,4,4.25,0.0,10,98112,47.6248,8.443546651247939,7.673223121121708
1600000.0,5,4.5,0.0,11,98006,47.544,8.542860938164814,8.448914350662942
1600000.0,3,2.25,0.0,10,98102,47.6349,8.061486866871327,8.061486866871327
1600000.0,4,3.5,0.0,9,98112,47.6342,8.266164436612492,7.807916628926408
1600000.0,5,3.75,0.0,10,98033,47.6845,8.35936910622267,7.787382026484701
1600000.0,4,2.5,1.0,8,98034,47.70399999999999,7.9996785794994505,7.757906208351747
1600000.0,3,2.5,1.0,10,98008,47.5894,7.955074273262696,7.955074273262696
1600000.0,5,3.25,0.0,12,98006,47.5461,8.371010681238156,8.391629968440892
1600000.0,3,2.25,1.0,10,98028,47.7434,8.122668023346407,8.134467570277563
1600000.0,6,5.0,0.0,11,98024,47.6033,8.707813551024888,8.345217926676428
1600000.0,4,2.25,0.0,9,98112,47.6381,7.986164860332727,7.709756864454165
1600000.0,3,2.5,0.0,9,98004,47.6151,8.058327306580958,8.128585200374497
1600000.0,5,2.5,0.0,9,98122,47.6154,8.039157390473237,7.687080155783135
1600000.0,3,2.75,0.0,10,98004,47.63800000000001,8.019612794400267,7.989560449333865
1600000.0,3,3.25,0.0,10,98177,47.724,8.240121298076472,7.9157131993821155
1600000.0,4,3.5,0.0,10,98033,47.6634,8.308938252595778,7.787382026484701
1590000.0,4,2.25,0.0,9,98004,47.6182,8.083328608786376,7.7406644019172415
1580000.0,4,2.5,0.0,8,98040,47.5838,7.9724660159745655,7.9724660159745655
1580000.0,5,2.75,0.0,10,98004,47.6215,8.202482446576537,8.077136638538454
1580000.0,5,3.75,0.0,11,98040,47.5895,8.347590407030058,8.125630988477065
1580000.0,3,3.25,0.0,11,98033,47.6815,8.213381737034572,7.539027055823995
1580000.0,4,2.5,0.0,10,98004,47.638999999999996,8.289037098278483,8.289037098278483
1580000.0,4,2.5,0.0,12,98177,47.7282,8.42726848388825,8.245384468120747
1580000.0,4,3.5,0.0,11,98024,47.5986,8.670772279344538,8.582980931954241
1580000.0,4,3.25,0.0,12,98005,47.635,8.448914350662942,8.349957272040324
1580000.0,4,4.0,0.0,11,98074,47.65,8.632305998516742,8.425077902508432
1580000.0,4,3.25,0.0,10,98040,47.5653,8.134467570277563,7.736307096548285
1580000.0,3,2.0,0.0,8,98040,47.5767,8.194229304819817,7.7706452341291765
1580000.0,4,2.75,0.0,10,98004,47.6354,8.15478757276852,8.234830280442056
1580000.0,4,3.25,0.0,9,98105,47.6687,8.23217423638394,8.140315540159985
1580000.0,4,3.75,0.0,11,98040,47.5739,8.245384468120747,8.019612794400267
1580000.0,3,3.0,1.0,8,98166,47.4414,7.867105500316739,7.940939762327791
1580000.0,4,2.75,0.0,9,98040,47.5389,8.045588280803528,8.110727582974489
1570000.0,4,2.75,0.0,7,98004,47.6135,7.996317231796746,7.590852123688581
1570000.0,3,1.75,0.0,9,98112,47.64,7.691656822810547,7.955074273262696
1570000.0,4,3.5,0.0,10,98075,47.6003,8.58858318750291,8.237479288613633
1570000.0,4,2.25,1.0,10,98056,47.5169,7.969011781106478,7.962067308753666
1570000.0,4,2.75,0.0,10,98004,47.6159,7.940939762327791,7.940939762327791
1570000.0,3,2.75,0.0,9,98112,47.632,7.757906208351747,8.15478757276852
1570000.0,4,3.75,0.0,9,98112,47.633,8.029432840581244,7.986164860332727
1570000.0,5,4.5,0.0,11,98059,47.5306,8.711113884053544,8.465899897028686
1570000.0,5,4.5,0.0,11,98072,47.7666,8.560252680876685,8.340456012916183
1570000.0,5,4.5,0.0,11,98199,47.6482,8.634086942887738,7.7664168980196555
1560000.0,5,2.5,0.0,8,98039,47.6308,7.962067308753666,7.962067308753666
1560000.0,4,2.5,0.0,9,98004,47.6463,7.90100705199242,8.240121298076472
1560000.0,5,3.0,0.0,9,98004,47.6326,8.271292652979412,8.194229304819817
1560000.0,4,3.75,0.0,10,98040,47.5355,8.224163512637862,8.263590432617319
1560000.0,5,3.5,0.0,10,98004,47.5951,8.196987927258897,7.455876687491824
1560000.0,3,3.5,0.0,10,98103,47.6791,8.38022733634308,7.560080465021827
1550000.0,3,2.5,0.0,12,98033,47.6573,8.40290404501411,8.234830280442056
1550000.0,3,3.25,0.0,9,98109,47.64100000000001,8.169053149927343,7.549609165154532
1550000.0,5,4.25,0.0,12,98024,47.5954,8.711113884053544,8.451053388911692
1550000.0,4,2.25,0.0,7,98109,47.6313,7.878534196140362,7.554858521040676
1550000.0,3,4.0,0.0,11,98034,47.7052,8.540909718033554,7.828038032125829
1550000.0,5,3.25,0.0,10,98040,47.5591,8.122668023346407,8.352318548226004
1550000.0,4,4.0,0.0,11,98040,47.5323,8.571681376700306,8.151909872940905
1550000.0,4,3.5,0.0,9,98105,47.6598,8.089482474360754,7.8632667240095735
1550000.0,2,2.25,0.0,8,98039,47.6209,7.989560449333865,7.630461261783627
1550000.0,5,2.5,0.0,9,98004,47.6275,7.803843303538772,8.013012110368916
1540000.0,3,2.25,0.0,9,98033,47.6938,7.965545573129992,7.979338895262328
1540000.0,5,3.25,0.0,9,98105,47.6712,7.979338895262328,7.8119734296220225
1540000.0,5,3.75,0.0,11,98004,47.6321,8.405143687607614,7.930206206684683
1540000.0,4,2.75,0.0,10,98004,47.6444,8.499029220788566,8.289037098278483
1540000.0,4,4.5,0.0,9,98115,47.677,8.660427359502146,7.989560449333865
1540000.0,4,3.25,0.0,10,98122,47.6147,7.955074273262696,7.6638772587034705
1530000.0,4,3.75,0.0,12,98006,47.5485,8.674196940225903,8.482601746646619
1530000.0,4,3.5,0.0,11,98053,47.667,8.697846691109495,8.453187861440325
1530000.0,4,4.25,0.0,11,98177,47.7591,8.459564078579602,8.009695357742922
1530000.0,4,3.25,0.0,11,98119,47.6499,8.194229304819817,7.843848638152472
1530000.0,5,4.5,0.0,11,98033,47.699,8.35936910622267,8.318742252692399
1530000.0,4,2.25,0.0,9,98040,47.5453,8.354674261918463,8.14902386805177
1520000.0,4,4.0,0.0,12,98027,47.5533,8.411832675758411,8.276394704863307
1520000.0,4,4.25,0.0,9,98119,47.63800000000001,8.202482446576537,7.444248649496705
1520000.0,5,3.5,0.0,11,98027,47.5542,8.68777949199177,8.258422462458876
1520000.0,6,3.5,0.0,10,98040,47.5699,8.221478947267192,8.016317898503415
1520000.0,3,2.25,0.0,8,98075,47.5789,7.867105500316739,7.996317231796746
1510000.0,3,2.5,0.0,11,98006,47.553999999999995,8.296546520300614,8.296546520300614
1510000.0,5,3.0,0.0,9,98040,47.5673,8.101677747454572,8.252185436003328
1510000.0,4,3.25,0.0,10,98112,47.6283,8.205218426395412,8.083328608786376
1510000.0,2,2.5,0.0,10,98006,47.5617,8.064636475774222,8.23217423638394
1510000.0,5,3.25,0.0,10,98040,47.5785,8.387084506069217,7.67786350067821
1510000.0,4,3.5,0.0,9,98144,47.5859,8.15478757276852,7.77485576666552
1500000.0,5,3.5,0.0,11,98004,47.582,8.382518288089635,7.9996785794994505
1500000.0,5,3.25,0.0,9,98040,47.545,7.859413154693583,7.930206206684683
1500000.0,4,3.75,0.0,9,98122,47.6157,8.234830280442056,7.937374696163295
1500000.0,3,3.5,0.0,10,98103,47.6857,8.169053149927343,7.484368643286131
1500000.0,4,2.75,0.0,9,98004,47.6264,7.982757702011113,8.245384468120747
1500000.0,4,3.25,0.0,9,98115,47.6855,8.258422462458876,7.986164860332727
1500000.0,4,4.25,0.0,11,98059,47.5305,8.62155320674048,8.465899897028686
1500000.0,4,3.25,0.0,10,98004,47.5862,8.029432840581244,7.824046010856292
1500000.0,6,2.5,0.0,11,98112,47.626999999999995,8.177515823846075,7.930206206684683
1500000.0,3,3.0,0.0,10,98033,47.6624,8.04237800517328,8.055157731819678
1500000.0,4,3.5,0.0,12,98006,47.5518,8.391629968440892,8.316300249036848
1500000.0,4,3.25,0.0,10,98033,47.6845,8.151909872940905,8.035926369891792
1500000.0,3,1.75,0.0,8,98004,47.6201,7.795646536334594,7.982757702011113
1500000.0,4,5.5,0.0,11,98058,47.4302,8.787220328629298,8.32117830749028
1500000.0,3,1.5,0.0,8,98004,47.6453,7.554858521040676,7.955074273262696
1500000.0,3,3.25,0.0,9,98144,47.5744,8.29154650988391,8.199738960630786
1500000.0,6,3.5,0.0,10,98119,47.6356,8.207946941048617,7.630461261783627
1500000.0,4,4.25,0.0,12,98074,47.6008,8.521185212685776,8.503094267036737
1500000.0,5,3.5,0.0,9,98119,47.6364,8.166216268592143,7.215239978730097
1490000.0,5,3.5,0.0,10,98040,47.5738,8.194229304819817,7.897296472595885
1490000.0,4,4.25,0.0,12,98006,47.5513,8.55256033525353,8.523175263093785
1490000.0,4,2.5,0.0,9,98004,47.6214,7.791522819150732,8.110727582974489
1490000.0,4,3.25,0.0,10,98033,47.6824,8.224163512637862,7.820037989458753
1490000.0,4,3.5,0.0,10,98105,47.6646,8.276394704863307,8.128585200374497
1490000.0,5,6.0,0.0,12,98045,47.4624,8.836373930927389,8.453187861440325
1490000.0,4,3.75,0.0,10,98033,47.6821,8.301521654940728,7.67786350067821
1490000.0,6,2.75,0.0,10,98118,47.5462,8.39615486303918,8.169053149927343
1490000.0,3,3.5,0.0,12,98034,47.6995,8.425077902508432,8.306472160100585
1480000.0,3,2.25,0.0,9,98105,47.6582,8.098642843759418,7.757906208351747
1480000.0,4,3.0,0.0,9,98112,47.6253,8.022896869601457,8.013012110368916
